cur-name-th,faculty_name_th,course_code,th-abbr,course_name_th,course_name_en,course_type,course_credit,lect_hours,practice_hours,self_study_hours,course_description_th,course_description_en,prerequisite_courses
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO333,สว.333,สังคมวิทยาเมือง,Urban Sociology,,3.0,3.0,0.0,6,เมืองในยุคสมัยใหม่ ภายใต้อิทธิพลของทุนนิยม ลักษณะการดำรงชีวิตและความสัมพันธ์ที่หลากหลายของคนเมือง ความสำคัญ ของพื้นที่เมือง บทบาทของรัฐในการจัดการเมือง ลักษณะเฉพาะของเมืองในประเทศด้อยพัฒนา รวมทั้ง แนวคิดของนักสังคมวิทยาหลายสำนักที่ให้ความสนใจกับประเด็นของสังคมเมือง,Modern cities under the extending influence of capitalism. The heterogeneity of social relations and lifestyles. The importance of urban space. The role of the state in urban management. The specific characteristics of urban society in developing countries. Various social theories applied to urban issues.,['สว.201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SW334,สว.334,ชนบทศึกษาร่วมสมัย,Contemporary Rural Studies,,3.0,3.0,0.0,6,การศึกษาสังคมชนบทในโลกร่วมสมัย การประสาน เชื่อมโยง การเปลี่ยนผ่าน และการปะทะของชนบทกับภาคส่วนอื่นๆ ของสังคมในหลายระนาบ และหลายระดับ,"engagement, connectivity, transaction, clash between rural and other sectors of society in various dimensions and levels.",['SO201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO335,สว.335,ภูมิทัศน์เมืองและชีวิตในเมือง,Cityscape and Urban Life,,3.0,3.0,0.0,6,ความสัมพันธ์ระหว่างมนุษย์กับสิ่งแวดล้อม วัตถุสิ่งของ และสิ่งมีชีวิต อื่นๆ การให้คุณค่าและความหมายต่อชีวิตประจำวันในเมือง การเมืองและความสัมพันธ์เชิงอำนาจใน บริบทเมือง ประสบการณ์และจินตนาการในด้านต่างๆ ของชีวิตในเมือง,Relationships between human and natural/ material environment as well as non- human. Values and meanings of everyday life in the city. Power relations and urban politics. Experiences and imagination on various aspects of urban life.,['สว.201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO336,สว.336,สังคมวิทยาสิ่งแวดล้อม,Environmental Sociology,,3.0,3.0,0.0,6,มุมมองทางสังคมวิทยาต่อประเด็น สิ่งแวดล้อมในโลกร่วมสมัย เช่น ภาวะโลกร้อน การเปลี่ยนแปลงสภาพภูมิอากาศ สังคมเสี่ยงภัย มลพิษ ภัยพิบัติ แอนโธรโพซีน และแคปปิตาโลซีน ขบวนการเคลื่อนไหวด้านสิ่งแวดล้อม และความยุติธรรมเชิง นิเวศ,"Sociological perspectives on environmental issues in the contemporary society: global warming, climate change, risk society, pollution, disasters, Anthropocene and Capitalocene, environment movements and justice.",['สว.201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO339,สว.339,สังคมวิทยาสุขภาพ,Sociology of Health,,3.0,3.0,0.0,6,ผลกระทบของเงื่อนไขทางสังคม วิถีชีวิต และประเด็นทางสังคมที่มีต่อความไม่เท่าเทียมกันทางสุขภาพ กระบวนการทางสังคมของบริบทโลกที่เกี่ยวข้องกับสุขภาพ เทคโนโลยีในการจัดการร่างกายและความ เจ็บป่วย การเคลื่อนไหวทางสังคมในประเด็นสุขภาพในสังคมร่วมสมัย,"Effects of social factors, lifestyles, and social issues on health inequities. Social processes in global context involving health issues. Healthcare technologies. Social movements on health issues in contemporary society.",['สว.201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO342,สว.342,สังคมวิทยาเศรษฐกิจ,Economic Sociology,,3.0,3.0,0.0,6,"มุมมองเชิงสังคมวิทยาที่ใช้อธิบายปรากฏการณ์ทางเศรษฐกิจในประเด็นการผลิต การแจกจ่าย การแลกเปลี่ยน การบริโภคสินค้าและบริการต่างๆ นักคิดคนสำคัญ เช่น คาร์ล โปลานี, โยเซฟ ชุมเพเทอร์, แกรี่ เบเกอร์ และมาร์ก กรำโนเวตเทอร์ ประเด็นทางเศรษฐกิจสมัยใหม่ เช่น เป้าหมายการพัฒนาที่ยั่งยืน เศรษฐกิจดิจิทัล ระบบการเงินแบบไร้ตัวกลาง เศรษฐกิจหมุนเวียน เพศวิถีและอุตสาหรรมทางเพศ ความ ไม่เท่าเทียม เมืองอัจฉริยะ ประเด็นด้านสิ่งแวดล้อม และการระบาดของโรคที่เกิดขึ้นทั่วโลก","Sociological perspectives on economic activities including production, distribution, exchange and consumption. Important economic sociologists such as Karl Polanyi, Joseph Schumpeter, Gary Baker and Mark Granovetter. Contemporary economic issues such as sustainable development goals, digital economy, decentralized finance, circular economy, sexuality and sex industry, inequality, smart city, environmental concerns, and pandemics.",[]
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO343,สว.343,สังคมวิทยาการเมือง,Political Sociology,,3.0,3.0,0.0,6,ทฤษฎีและแนวคิดว่าด้วยอำนาจ ความสัมพันธ์ทางอำนาจ รัฐ ประชาขน การเคลื่อนไหวทางสังคม อุดมการณ์ทางการเมือง เสรีภาพและความยุติธรรม,"theories and concepts of power, power relations, state, the people, social movement, ideology, liberty, and justice.",['สว.201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO344,สว.344,สังคมวิทยาว่าด้วยงานและแรงงาน,Sociology of Work and Labour,,3.0,3.0,0.0,6,การใช้แรงงานทั้งที่เป็นทางการและไม่เป็นทางการ มีหรือไม่มีค่าตอบแทน งานบ้าน และงานอาสาสมัคร เส้นแบ่งและขอบเขตระหว่างงานกับการพักผ่อน หย่อนใจ ที่ทำงานกับที่อยู่อาศัย พื้นที่สาธารณะกับพื้นที่ส่วนตัว การผลิตกับการอุ้มชูการผลิต ฯลฯ ความสัมพันธ์ระหว่างบ้านกับพื้นที่ทำงานในวัฒนธรรมต่างๆ เพศภาวะกับการจัดพื้นที่ทำงาน การแบ่งงาน กันทำระหว่างเพศ งานกับการสร้างความเป็นหญิงและความเป็นชาย พลวัตของงานและแรงงานในยุค ดิจิทัล,"The matter of work on well-being and identity. Definitions of formal and informal labour, paid and unpaid employment, domestic work and voluntary work. Dichotomies and boundaries between work and leisure, house and workplace, the public and the private, production and reproduction, etc. Co- constitution of work and home across cultures. Gendered operation of work and varieties of gendered division of labour. Contribution of work to the construction of femininities and masculinities. Dynamics of work and labour in the digital age.",['สว.201']
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO349,สว.349,สังคมวิทยาศาสนาและจิตวิญญาณ,Sociology of Religion and Spirituality,,3.0,3.0,0.0,6,มโนทัศน์ ระเบียบวิธี และกลวิธีเชิงสังคมวิทยาในการศึกษาความสัมพันธ์ระหว่างศาสนา จิต วิญญาณ และสังคม แนวโน้มสำคัญของการเปลี่ยนแปลงทางศาสนาและจิตวิญญาณในกระแสสังคมและ โลก อาทิการทำให้เป็นโลกวิสัย การไม่นับถือศาสนา การทำให้ศักดิ์สิทธิ์ การเปลี่ยนแปลงประเพณี และการทำให้เป็นสากล ข้อถกเถียงเกี่ยวกับความเหลื่อมล้ำ อาทิ ในประเด็นทางเพศ ความพิการ ชนชั้น ทุนนิยม และความรุนแรงในบริบททางศาสนาและจิตวิญญาณ,"Sociological concepts, methodology and strategies to study relationship between religion, spirituality and society. Important social and global changing trends i.e. secularisation, irreligion, sacralisation, detraditionalisation and universalisation. Debates on inequality, for examples, in gender, disability, class, capitalism and violence in religious and spiritual contexts.",[]
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO350,สว.350,การเปลี่ยนแปลงทางสังคมและวัฒนธรรม,Social and Cultural Change,,3.0,3.0,0.0,6,ลักษณะ แบบ แผน สาเหตุ และผลกระทบของการเปลี่ยนแปลงทางสังคม เช่น การกลายเป็นเมือง การพัฒนา อุตสาหกรรม การเข้าสู่ยุคสมัยใหม่และหลังสมัยใหม่ทฤษฎีทางสังคมวิทยาว่าด้วยการเคลื่อนไหวทาง สังคม ประชาสังคม ประเด็นร่วมสมัยและรูปธรรมของการเคลื่อนไหวทางสังคมเพื่อการเปลี่ยนแปลงทั้งใน ระดับท้องถิ่น ระดับประเทศ และระดับสากล,"Prerequisite: Have earned credits of SO201 Social theories and concepts of social and cultural change; nature, patterns, causes, and effects of change, for example, urbanisation, industrialisation, modernisation, and postmodernisation; sociological theories of social movements, civil society; contemporary issues and concrete examples of social movements for changes in local, national, and global levels.","['สว.201', 'SO201']"
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO352,สว.352,แนวทัศน์ทางสังคมวิทยาว่าด้วยสิทธิมนุษยชน,Sociological Perspective on Human Rights,,3.0,3.0,0.0,6,แนวทางการตีความแนวคิดและปฏิบัติการสิทธิมนุษยชนจากมุมมองทางสังคมวิทยาและมุมมอง อื่นที่หลากหลาย การประยุกต์ใช้มุมมองทางปรัชญา สังคมวิทยา และกฎหมายระหว่างประเทศ ประเด็น ปัญหาร่วมสมัยว่าด้วยสิทธิมนุษยชน อาทิความเป็นสากล เสรีภาพในการแสดงออก การละเมิดสิทธิและ ความรุนแรงที่เกิดจากรัฐ การแทรกแซงด้านมนุษยธรรม สงคราม การฆ่าล้างเผ่าพันธุ์ และขบวนการ เรียกร้องสิทธิในระดับท้องถิ่นและสากล,"Interpretive approaches to sociological and various human rights concepts and practices; application of philosophical, sociological, and international legal frameworks; contemporary issues on human rights, including universality of human rights, freedom of expression, human rights violation and state’s violence, humanitarian intervention, war, genocide; and global and local human rights movements.",[]
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO354,สว.354,สังคมวิทยาภาพยนตร์,Sociology of Film,,3.0,3.0,0.0,6,แง่มุมทางสังคมในการผลิต เผยแพร่ และการตอบรับต่อภาพยนตร์ ความน่าจับตา ตระกูลของ หนัง อุดมการณ์ ความเป็นเจ้าของผลงาน ความเป็นดารา ความสัมพันธ์ระหว่างภาพยนตร์กับสังคมผ่าน ภาพยนตร์รูปแบบต่างๆ รวมถึงหนังยอดนิยม หนังพากษ์ หนังสารคดีหนังมรดกวัฒนธรรม หนังหลัง สมัยใหม่หนังสั้น และหนังแนวเวิร์ล ซิเนม่า โดยผ่านการชมภาพยนตร์และคลิปภาพยนตร์รายสัปดาห์,"Sociological analysis of the production, distribution and reception of films. Spectatorship, genre, ideology, authorship and stardom. The relationship between films and society. Film genres: mass cinema, versioning cinema, documentary film, heritage film, postmodern cinema, short film and world cinema.",[]
หลักสูตรสังคมวิทยาและมานุษยวิทยาบัณฑิต สาขาวิชาสังคมวิทยาและมานุษยวิทยา,คณะสังคมวิทยาและมานุษยวิทยา,SO356,สว.356,สังคมวิทยาซูเปอร์ฮีโร่,Sociology of Superhero,,3.0,3.0,0.0,6,อุดมการณ์และการเปลี่ยนแปลงทางสังคมผ่านการผลิต การเผยแพร่ และการบริโภคซูเปอร์ฮีโร่ใน ฐานะเรื่องเล่า บริบททางประวัติศาสตร์และสังคมวัฒนธรรมของซูเปอร์ฮีโร่กรอบแนวคิดและทฤษฎีทาง สังคมวิทยาที่เกี่ยวข้อง ซูเปอร์ฮีโร่กับประเด็นทางสังคม การเมือง และปรัชญา,"Ideologies and changes in production, distribution, and consumption of Superheroes as narrative. Historical and socio-cultural contexts of Superheroes. Sociological frameworks and theories related to Superheroes. Superheroes and social, political and philosophical issues.",[]
